7897595900012;;Lista Atualizada em 08/09/2015
1052500440016;;
1052500440032;;
3401097543505;;
3499320005524;;
3619589002180;;
3660053019045;;
3662042000058;;
3760080930303;;
4048846001382;;
4048846001399;;
4260085521227;;
4260085521234;;
4260085521425;;
5702150142368;;
5702157106455;;
5702157106509;;
5702157108220;;
5702157108411;;
5702157108459;;
5702157109159;;
5702157127054;;
5702157127153;;
5702157141005;;
5702157141050;;
5702157141326;;
5702157141357;;
5702157141395;;
5702157141401;;
5702157141562;;
5702157150601;;
5702157150700;;
5702157150809;;
5702157151851;;
5702157151905;;
5702157152353;;
5702157152452;;
5702191007916;;
5702191007923;;
5702191007930;;
5702191007947;;
5702191007961;;
5702191007978;;
5702191007985;;
5702191008753;;
5702191008777;;
7501001157647;;
7501001157654;;
7501001283841;;
7501001310288;;
7501001312411;;
7501001354541;;
7501006718062;;
7501006718065;;
7501007447285;;
7501007483368;;
7501072325082;;
7501072325099;;
7501072325105;;
7501072325143;;
7501072325150;;
7501072325167;;
7501082224207;;
7501082224214;;
7501287689283;;
7501303430523;;
7501303484151;;
7501303486001;;
7501326017329;;
7506195112076;;
7506195112083;;
7590002012468;;
7590002022443;;
7590002023228;;
7590002032817;;
7610939001257;;
7610939001264;;
7610939003039;;
7640111930204;;
7640111930211;;
7640111930365;;
7680486240140;;
7680568980018;;
7703331187503;;
7703331187602;;
7703331187701;;
7795304000056;;
7795304000094;;
7795304000100;;
7795304000131;;
7795304000179;;
7795304000490;;
7795304085275;;
7795320000849;;
7795320000856;;
7795320005028;;
7795320008791;;
7795320008807;;
7795320008814;;
7795320008821;;
7795320008838;;
7795320008845;;
7795320008852;;
7795320050011;;
7795320050028;;
7795320050035;;
7795320050042;;
7795320050127;;
7795320050165;;
7795320050646;;
7795322000014;;
7795368002676;;
7795368002683;;
7795368002690;;
7795368002706;;
7800003906353;;
7866004730004;;
7877076906298;;
7878014562743;;
7880006793778;;
7880006793785;;
7880006795673;;
7880006860685;;
7890000011464;;
7890202020202;;
7890282800060;;
7890282800091;;
7890282800121;;
7890282800152;;
7890282800206;;
7890282800213;;
7890282800220;;
7890282800268;;
7890282800305;;
7890282800329;;
7890282800336;;
7890282800435;;
7890282800459;;
7890282800466;;
7890282800534;;
7890282800541;;
7890282800558;;
7890282800565;;
7890282800572;;
7890282800626;;
7890282800633;;
7890282800640;;
7890282800671;;
7890282800688;;
7890282800695;;
7890282800701;;
7890282800718;;
7890282800725;;
7890282800732;;
7890282800749;;
7890282800756;;
7890282800763;;
7890282800770;;
7890282800787;;
7890282800824;;
7890282800879;;
7890282800893;;
7890282800916;;
7890282800947;;
7890282800954;;
7890282800961;;
7890282801210;;
7890282801227;;
7890282801319;;
7890282801326;;
7890952348333;;
7891010023010;;
7891010028008;;
7891010028015;;
7891010028237;;
7891010780302;;
7891010780715;;
7891010782832;;
7891010803797;;
7891010807412;;
7891010807429;;
7891010807443;;
7891010872465;;
7891010890810;;
7891010904227;;
7891010942137;;
7891010970871;;
7891010970878;;
7891010970888;;
7891010974916;;
7891010974923;;
7891010974930;;
7891010978235;;
7891010986148;;
7891010986155;;
7891035010842;;
7891035010866;;
7891035655203;;
7891035655227;;
7891035655234;;
7891035655241;;
7891035655272;;
7891035655302;;
7891035655357;;
7891040107322;;
